,TRANSACTION_ID,PREDICTION,PROBABILITY
89,3e2d8f80,0,8.445978e-05
90,192d0b06,0,0.00013357401
91,31c591f9,0,0.29261386
92,35e87076,0,0.0015672445
93,eda550ee,0,0.0004656911
94,dd721d87,0,0.0002374053
95,ea64fe33,0,0.00053077936
96,d0efd8e5,0,0.00037544966
97,84f360fa,0,0.0004117489
98,d91066e5,0,7.7307224e-05
99,5144bb3e,0,0.00026780367
100,117d3a80,0,0.015654862
101,4c657e91,0,9.703636e-05
102,8b0b97f7,0,0.00069874525
103,04df110b,0,0.00011783838
104,0028ea83,1,0.26725066
105,2c91159b,0,0.00014162064
106,dcfde9f4,0,0.049479723
107,3130d29e,0,0.00012898445
108,c2803aab,0,0.0063111186
109,d3868291,0,0.000690639
110,b76384fc,0,0.00017881393
111,31c64c1e,1,0.41745806
112,1927c3a7,0,0.00037378073
113,0ca478ca,0,0.014710844
114,012d3406,0,0.00016772747
115,22bcd81b,0,6.198883e-06
116,9546f672,0,0.002886176
117,b73000a2,0,0.00025576353
118,c0dd01fe,0,0.00016474724
119,9001d3d8,0,0.01646638
120,b51fb994,0,0.0002836585
121,0dd83861,0,0.00057548285
122,11ff6f6e,0,0.01610279
123,e6837ce9,0,8.440018e-05
124,86b99bb2,0,0.014183164
125,c0dcf265,0,0.0004325509
126,19b77bd4,0,1.0967255e-05
127,d2d53662,0,9.971857e-05
128,401ae547,0,2.9206276e-05
129,e4c6ca8f,0,0.08385742
130,fada1d50,0,6.908178e-05
131,c6f99b68,0,0.0034903288
132,391478dd,0,0.0012587905
133,3329d58a,0,0.00048077106
134,36a2d243,0,0.002801776
135,a4d48760,0,5.6743622e-05
136,18e52774,0,2.014637e-05
137,5f5ed53e,0,3.260374e-05
138,bfa2dbb6,0,4.172325e-05
139,3d1f1682,0,0.005257666
140,74b31fb4,0,0.0003157258
141,14c083e6,0,1.1742115e-05
142,a54b3b59,0,0.043133557
143,9786198c,0,0.0002219677
144,fdc30a0e,0,0.00015997887
145,96601cff,0,0.00041550398
146,72c760bf,0,0.00044053793
147,879c9774,0,0.0058558583
148,08f31bfc,0,0.00018024445
149,43bb8f5c,1,0.12364203
150,a1fcc184,0,0.0013018847
151,280643dd,0,0.0011800528
152,00b23097,0,0.0023913383
153,4a562d53,0,0.0011839271
154,a37d6266,0,0.00019586086
155,31e420d6,0,5.441904e-05
156,503fb35f,0,0.0007929206
157,e9b71fad,0,0.00011712313
158,90a2878f,0,0.0009829402
159,9150562e,0,0.005225539
160,983c0926,0,0.0054528117
161,e0bbb6d1,0,0.00040072203
162,f9648aa2,0,0.32408333
163,3f0c2462,0,5.77569e-05
164,5afea45b,0,0.00084871054
165,d563f84b,0,0.44859606
166,5f9c3125,0,9.524822e-05
167,5d38dcd6,0,0.0008661747
168,871d8be8,0,3.296137e-05
169,e2d7f7ba,0,0.0001835227
170,7e0a9f4a,0,0.0015192032
171,8a642cb7,0,0.00034677982
172,bd922473,0,0.001085341
173,4a2336c4,0,0.0056066513
174,e7b222f8,0,0.00010472536
175,a2cb7b8c,0,0.0005790591
176,a1ddd31e,0,0.042396247
177,fa7cf886,0,0.0006940961
178,e2a11386,0,0.0073211193
179,793210da,0,0.00034457445
180,c045bb36,0,0.20445281
181,7d763c5c,0,0.00019174814
182,670ae647,0,0.007611811
183,ef57f7a9,0,0.0010240674
184,68e6e6bf,0,0.002748251
185,e5c5c847,0,0.00086939335
186,de8fb593,0,0.03461361
187,42ee7c65,0,0.0013985038
188,3fddd582,0,0.019979537
189,4d8922e9,0,0.0021192431
190,ace2b6d6,0,0.0017395616
191,a7fb3a26,0,2.2470951e-05
192,3635dcb7,0,0.00018268824
193,3f10aaf8,0,0.000156641
194,5f609fd3,0,0.47090477
195,f71886b6,0,0.0001590848
196,f54c2222,1,0.1411184
197,343ea6a7,0,7.736683e-05
198,2b6bb3c9,0,5.7458878e-05
199,81c25535,0,0.00023639202
200,a94feaaa,0,0.00016456842
201,eae4a4e9,0,0.00035083294
202,eda70eb2,0,1.4126301e-05
203,3d6dc2c0,0,0.0003362298
204,6c8ac279,1,0.40853697
205,0805a750,0,0.00010663271
206,37efa15d,0,0.0010493398
207,7c967c65,0,0.00015884638
208,4e97fb54,0,0.00018340349
209,c9bdbfd0,0,0.0004852414
210,a8be2ce3,0,0.00021606684
211,a9313b50,0,3.9756298e-05
212,9d76681a,0,0.000854969
213,7e49e3fc,0,0.004791558
214,547125d1,0,0.0033000112
215,20edca7a,0,0.0002501607
216,b939905e,0,7.009506e-05
217,1328f112,0,0.0070956945
218,384f1581,0,0.016534388
219,26cac277,0,6.7830086e-05
220,dcb8d972,1,0.31292516
221,24e889d5,0,0.007348478
222,d7f60677,0,0.0010277033
223,deeb81f2,0,0.012966037
224,c6b97643,0,0.034489453
225,37fa951d,0,0.00048661232
226,7240e9c2,0,1.4960766e-05
227,761684e6,0,0.000485003
228,7b447c53,0,0.00312227
229,00095e6f,0,0.01620078
230,99ad749e,0,0.24075818
231,7f5c49a5,0,0.002036333
232,09c59473,0,0.0011293888
233,470062a4,0,0.0013893247
234,6cfdb10e,0,2.6524067e-05
235,37fbdd1f,0,1.6212463e-05
236,67fcbcb5,0,0.0012416244
237,6ba1363c,0,0.021274567
238,a6089cdc,0,0.11726481
239,d46bcdfe,0,0.0006970763
240,6024fd88,0,4.0590763e-05
241,ab6096d8,0,5.51939e-05
242,9a06c4d3,0,5.7518482e-05
243,3124b3dd,0,0.005308628
244,efb84910,0,4.220009e-05
245,76b54505,0,0.0001321435
246,f7f4b35e,0,0.16143703
247,62ee5865,0,0.0056269765
248,d0b33589,1,0.09462744
249,9b473c0d,0,0.0020831823
250,ebf2869d,1,0.3473032
251,cbad54c1,0,0.010028541
252,d112668e,0,0.00025993586
253,1483cfba,0,0.00020706654
254,b271329a,0,0.000118374825
255,6098dc92,0,5.787611e-05
256,68c8b3a9,0,0.00111413
257,57efbf83,0,0.00032156706
258,b832cfaa,0,0.0005314946
259,cd472987,0,0.00026839972
260,1b8e05fc,0,0.00032293797
261,1725d4a0,0,9.447336e-05
262,927c59f3,0,0.0011072159
263,2410d379,0,7.18832e-05
264,af367bb9,0,0.00060397387
265,2ed33f98,0,0.0007581115
266,cd8f3bd6,0,0.00025093555
267,e849f841,0,5.1915646e-05
268,2b1ed861,0,0.011005878
269,b1777fd1,0,0.082943976
270,85022d38,0,5.608797e-05
271,df8376bd,0,0.45878386
272,6ede0bff,0,0.000119805336
273,a28c134b,0,6.222725e-05
274,87b3a8a2,0,0.0006225109
275,a2522d42,0,0.0044227242
276,6c807ba2,0,0.0020500422
277,a56ea10c,0,0.005041778
278,f9d729c0,0,0.0001911521
279,3183dc53,0,0.000121712685
280,a591541c,0,9.357929e-06
281,13e377c2,0,0.021970868
282,685e8907,0,0.008985698
283,688a19ff,0,0.00020843744
284,abab7dca,0,0.007538438
285,53188f98,0,0.0029058456
286,8f1cd3c6,0,0.021135092
287,318099dd,0,0.1727308
288,051b2ace,0,0.0010809302
289,46599f3e,0,0.0016317368
290,213c7b40,0,0.0002797246
291,1fd6246f,0,0.00035065413
292,b90d2f8f,0,0.007905006
293,4bf79fae,0,0.0002309084
294,b2207d80,0,0.0003145337
295,23b3aeaf,0,0.01585102
296,0ec0897d,0,6.943941e-05
297,35bb357d,0,0.00013273954
298,4f2d7398,0,0.00025582314
299,3f3313e9,0,0.002143979
300,b1bd90a2,0,1.5497208e-05
301,f98cd0b8,0,0.0003373623
302,bf8d48e1,0,0.00082588196
303,11571f01,0,0.000256598
304,14c2b7be,0,0.00042665005
305,ed9ea977,0,2.2888184e-05
306,a5c50719,0,9.346008e-05
307,58648aa1,0,0.0003950596
308,e087dfe1,0,7.337332e-05
309,6ccee3e3,0,0.0013922453
310,50537d79,0,0.001396358
311,c7929f42,0,1.7821789e-05
312,3df5464c,0,2.43783e-05
313,9d5d1023,0,0.0002246499
314,7b9b70ae,0,5.1617622e-05
315,69f8904a,0,0.001611948
316,ad1ed049,0,0.0016848445
317,113f8898,0,0.00020748377
318,a23372a6,0,0.00027799606
319,d00111e2,1,0.23808163
320,9db45a93,0,6.496906e-05
321,5c16a7ef,0,0.0013378859
322,0f24fb1d,0,0.0009390712
323,7d4795de,0,0.0057059526
324,47990deb,0,0.0006252527
325,4f6b8c3c,0,0.00092583895
326,1a899208,0,0.20735556
327,8346e65d,0,0.0020574331
328,9eb9d5cd,0,0.0001193881
329,fb95b562,0,0.00036507845
330,5f57fdd5,0,0.00010317564
331,d3f18caf,0,0.000115931034
332,32def2d3,0,0.0041519403
333,b60f1a63,0,0.0001655221
334,d7b8941d,0,6.6280365e-05
335,6c646d4a,0,0.00028550625
336,90e0e9b3,0,0.004976034
337,f8425e2d,0,2.8252602e-05
338,02a3b3d4,0,0.0001963973
339,fc52c66a,0,5.632639e-05
340,fd2b3071,0,8.934736e-05
341,f24ac6ab,0,0.003325522
342,1b96e841,0,0.0059340596
343,9b993d1f,0,0.0012970567
344,2e50dcb1,0,0.0017949343
345,0b9aed3c,0,0.0027267933
346,46695e54,0,0.0002926588
347,d2c18978,0,0.0015061498
348,aa93e4c2,0,0.00021904707
349,4672a194,0,0.004081309
350,938bb4b5,0,0.003094077
351,462de526,0,0.0017701387
352,b0c7521a,0,0.017724037
353,4de94087,0,0.00594002
354,446bd313,0,5.7458878e-05
355,46b588ca,0,0.022383392
356,bb2cd193,0,0.0004724264
357,1468ed68,0,0.002843678
358,bb22c9ad,0,0.0018929243
359,fea9b9bd,0,0.00014042854
360,523d4f56,0,0.0009787083
361,8ce2fb92,0,0.00029999018
362,f98fbb3b,0,0.00013035536
363,8cb499b4,0,0.001193881
364,1b08c135,0,0.00013792515
365,36e76239,0,0.07834935
366,2404db95,0,0.00014185905
367,aef7335a,0,0.00014960766
368,655d3144,0,0.00059092045
369,3910c1bc,0,0.00011819601
370,a6fe65c5,0,9.524822e-05
371,e64f4a93,0,0.002575934
372,ef4045c0,0,0.12779403
373,caa9f68b,0,0.00094628334
374,91cc1c02,0,0.0002579093
375,19eb70b9,0,0.0016258359
376,239e085a,0,0.00015699863
377,5c5bbacc,0,0.0007298589
378,fb6495a6,0,0.0002862215
379,2ef42e12,0,0.00034219027
380,29aaf628,0,0.0034312606
381,1218ac3f,0,0.00031262636
382,3d5bd774,0,0.0009281635
383,cfcaf79d,1,0.036025643
384,5c482144,0,1.5079975e-05
385,48b55ca7,0,0.000923872
386,d3cc8d24,0,0.090621054
387,eff494ac,0,0.0010300279
388,bfc876cb,0,0.0002629757
389,f6f5db98,0,0.0005708933
390,3ca4b9d6,0,0.0005507469
391,a69ef784,0,0.0015304685
392,4166e4f1,0,0.0003979206
393,94c2ba48,0,0.0004724264
394,40b21203,0,0.00042909384
395,82fc4812,0,0.00032258034
396,f26ad568,0,0.00083673
397,cd07f035,0,0.00040501356
398,95c720ee,0,5.0902367e-05
399,77ee4b44,0,7.176399e-05
400,8657f843,0,0.04006338
401,f1161761,0,0.01399821
402,07b7914f,0,0.021938622
403,7abb9424,0,0.0010508895
404,d857d293,0,0.00018674135
405,0a47ed5e,0,0.0001103878
406,88d78445,0,0.0009559393
407,639545c7,0,0.0017066598
408,f86b0a8d,0,0.00043594837
409,0dae322a,0,0.0029443502
410,39ce4f07,0,6.765127e-05
411,49d1823e,0,0.0010276437
412,39a06c3e,0,0.000121712685
413,1160b406,0,0.011882246
414,d0079313,0,0.0028516054
415,dac45138,1,0.45623952
416,2bf4bbd3,0,0.00838536
417,e1949048,0,0.0014723539
418,5e321e6b,0,0.019182265
419,eb846721,0,8.98242e-05
420,075d8620,0,0.000885129
421,809beadd,0,0.0001847744
422,cad0c156,0,0.00019407272
423,c27b7dc6,1,0.2297973
424,ed4fb39a,0,0.0010605454
425,6916e6b6,0,0.0005129576
426,472fec61,0,0.0009869933
427,d640d805,0,0.00014483929
428,a2851353,0,0.00036269426
429,3ff67977,0,0.00022870302
430,b76d9a34,0,0.0010195374
431,778af3f2,0,3.027916e-05
432,b7161d83,0,0.048558593
433,3382d107,0,4.673004e-05
434,6c9c810c,0,0.0014548302
435,e185dd88,0,0.0002785325
436,7d98432d,0,0.0001617074
437,4b4c6d7b,0,3.0875206e-05
438,58fa87b2,0,0.0005725026
439,758999ef,0,0.0014757514
440,7bb70e41,0,0.00060516596
441,8245f1b4,0,0.003215909
442,b17f288a,0,0.0031423569
443,70910af9,0,0.0012584925
444,5435e695,0,0.00016236305
445,9dd8839d,0,9.930134e-05
446,556651f8,0,0.0532611
447,da6015cb,0,0.00015467405
448,e80899f1,0,0.051754653
449,6a4a5653,0,0.06924957
450,e8e40fbc,0,0.004741192
451,4d638c49,0,0.24035722
452,54d1868b,0,0.007576883
453,068a9340,0,0.00024038553
454,6b494dc5,0,0.00088346004
455,cb35f442,0,0.0019154549
456,025941bf,0,0.008471072
457,83d589d7,0,7.3075294e-05
458,2912d80f,0,0.00010699034
459,9b7f61a3,0,0.0002939105
460,c4083a54,0,0.00016194582
461,a5e85a11,0,0.00025749207
462,0082c938,0,0.0008288622
463,0d826f89,0,2.5689602e-05
464,69f31786,0,0.00012648106
465,edc0a7c3,0,0.00021332502
466,7ff5d252,0,0.005459845
467,89ed0eb0,0,9.7215176e-05
468,215b98e5,0,0.003478527
469,ba320cb1,0,0.00037896633
470,2e662d17,0,0.00020778179
471,d7b7a83c,0,0.0017719269
472,78e66e34,0,0.0009988546
473,587ec1fc,0,0.00052440166
474,b33f2764,0,0.0016356707
475,da3bda9c,0,0.005255878
476,46d5bc46,0,0.0005674958
477,9ad6f009,0,0.0016081929
478,a409b8d0,0,0.00018894672
479,7679c959,0,0.00035464764
480,a363b993,0,0.024391174
481,b235d37d,0,0.00040626526
482,c9f5fc87,0,0.06143999
483,f6751fa9,0,8.2433224e-05
484,4750e134,0,0.00041002035
485,81f2cfbb,0,0.014118373
486,b78883ae,0,0.00020194054
487,a06fc4cd,0,0.22086191
488,3a2700af,0,3.1888485e-05
489,819b8092,0,0.028798461
490,91d68f94,0,5.8054924e-05
491,cc5c2b6a,0,0.00032001734
492,92d7dd9d,0,9.3221664e-05
493,2751176b,0,0.0008404851
494,fe45ed27,0,0.001960516
495,5613af94,0,7.259846e-05
496,00f226a8,0,0.0019660592
497,ece4de6d,0,6.020069e-05
498,e7298d80,0,0.00417614
499,53b95323,0,0.0006836653
500,79c8db4c,0,0.018936574
501,5cbb5274,0,0.00038784742
502,b4e3cbc0,0,0.00077849627
503,a31012c7,0,9.6321106e-05
504,2fc1c468,0,0.0029694438
505,cdbbe95e,0,0.00041377544
506,21d74bc5,0,0.0655275
507,d93cfb97,1,0.01856494
508,e4768470,0,0.0006328821
509,4b384a5e,0,0.0851655
510,608092a6,0,0.0009582639
511,6a912bf9,0,0.14447737
512,6b6aa0e8,0,0.45146596
513,b7ae7475,0,0.025895953
514,795b6d7d,0,0.00046169758
515,519ba725,0,0.00041681528
516,30fb0c95,0,0.00026875734
517,db7c9843,0,2.4914742e-05
518,06681c97,0,0.008176923
519,79324b8e,0,0.0013819337
520,f6f11c9b,0,0.0003402233
521,8e0b13a0,0,8.511543e-05
522,918a8a84,0,0.0012935996
523,ff513909,0,0.012465656
524,c918cd6e,0,0.0005660057
525,bd7adfe2,0,0.21905959
526,32bd10f5,0,1.090765e-05
527,90ce70ff,0,0.00018078089
528,5206fabf,0,0.019957602
529,ccbc443f,0,0.039455295
530,c2bf00b9,0,6.878376e-05
531,46de4c8b,0,0.00026792288
532,41616c77,0,4.941225e-05
533,acc9e96c,0,0.00015676022
534,bd843220,0,0.006960094
535,1dce9128,0,0.00038564205
536,fe3e46d9,0,0.000823617
537,c3fdd8f9,0,0.0011239052
538,40aec672,0,0.00018674135
539,96aa6cd3,0,0.00042557716
540,b1199e1e,0,0.24514532
541,2d94ca92,1,0.41848022
542,0c8f2671,0,1.40070915e-05
543,e57ad25f,0,0.0002656579
544,57a881ff,0,0.0048338175
545,42b7c9c6,0,1.7344952e-05
546,ae609e27,0,5.7160854e-05
547,878b7ca0,0,0.00022393465
548,7c9be429,0,0.00054365396
549,ead8d266,0,0.124151945
550,7df37b4b,0,0.001024425
551,046d98bc,0,0.00020462275
552,76c1eb70,0,0.00047028065
553,ea2c8df7,0,0.0057296753
554,021beb5f,0,0.00013750792
555,cae6c7ce,0,0.020881653
556,dfd2a53d,0,0.0016709566
557,91b8a8ff,0,0.011105716
558,a439fe0b,0,0.0016079545
559,67c665e4,0,0.0005120635
560,b8049ab4,0,0.0004041195
561,6317e3e7,0,0.009893358
562,0987958a,0,0.040607095
563,41239fa8,0,0.0057914853
564,1e1de453,0,1.7881393e-05
565,fe4c565b,0,0.0008444786
566,fb5efde9,0,0.0018057227
567,cc6c7b7c,0,0.0005301237
568,d57d2526,0,2.6285648e-05
569,6dca707f,0,0.00019925833
570,54a7df52,0,0.0044009686
571,0129c1f8,0,0.00064378977
572,a05dbd35,0,0.06172943
573,7cd413ed,0,4.2378902e-05
574,39f4c002,0,0.0010139942
575,235acda8,0,0.0029435754
576,11887d91,0,0.33596563
577,6d2776c9,0,0.000995636
578,6c28ea44,0,6.657839e-05
579,965eec60,0,0.00013560057
580,59b47177,0,0.017991006
581,a4930f73,0,2.9742718e-05
582,97fc0587,0,0.00025838614
583,e0e30bb3,0,0.0047391653
584,189cfb13,0,7.069111e-05
585,9e83eccd,0,0.00037634373
586,c69e4cc3,0,0.00013291836
587,b6278435,0,0.00086700916
588,ce4e2ac5,0,0.0022351742
589,cf21fa0b,0,0.0017600656
590,168eef62,0,9.10759e-05
591,01032e80,0,0.013173223
592,81cb1012,0,0.003138423
593,047626e0,0,0.005768895
594,cf6711fa,0,8.2314014e-05
595,3802d440,0,0.0009509921
596,3e9b1705,0,0.0030931234
597,bd9fd5a9,0,0.11528993
598,25df59f8,0,0.009421468
599,f72be5b0,0,0.0016063452
600,d0fa6c23,0,0.001008451
601,167aa3b8,0,0.00012546778
602,77c0b019,0,0.00016307831
603,28d9ea75,0,0.00059235096
604,cda5cf62,0,0.00032490492
605,3cdfdd4a,0,0.005069971
606,a9785931,0,0.00018966198
607,5f43f360,0,0.004054606
608,66c07b31,0,1.7046928e-05
609,2456f7de,0,0.00255239
610,04ff00c7,0,1.0788441e-05
611,0874343f,0,0.0011943579
612,16d14092,0,4.0888786e-05
613,1011bae5,0,6.8604946e-05
614,9b16f289,0,0.0006685853
615,bd7f227f,0,0.0009294152
616,8601281d,0,0.00025475025
617,08c96244,0,0.0011122823
618,a261c70b,0,0.07770002
619,8a81e74a,0,0.00040602684
620,eaea24b8,0,0.009846866
621,21c7760d,0,0.0017893314
622,fb00339f,0,0.00092971325
623,9afbd81d,0,2.9802322e-05
624,bd37317b,0,3.4034252e-05
625,9d999997,0,0.015573978
626,f5dd309d,0,0.0014460683
627,b5058e99,0,1.4841557e-05
628,061acb4f,0,7.790327e-05
629,f1a76ea3,0,0.00030517578
630,8aff2277,0,0.0036965609
631,4230260d,0,0.00012290478
632,d6a304fe,0,0.002946496
633,2d200e7e,0,0.00048351288
634,e15ea010,0,0.0003067255
635,ba74f317,0,0.00027781725
636,ac1997c0,0,0.020020247
637,599d2717,0,0.00025451183
638,6f9fe89d,0,3.1113625e-05
639,b5ad248b,0,0.00035828352
640,31aa9e9b,0,0.0012077689
641,86094c43,0,0.00016111135
642,26eb8c42,0,0.0008044243
643,19e98916,0,0.03395325
644,bbca1c90,0,0.00039929152
645,d543c67c,0,6.592274e-05
646,462685d6,0,2.092123e-05
647,b86fbc8f,0,0.012261987
648,4654f7bd,0,0.48878598
649,dcd2f834,0,0.013243973
650,3a4eddb3,0,0.0004389882
651,0911bfe4,0,0.00057029724
652,4d618e07,0,0.00012391806
653,4b3acaab,0,0.00035655499
654,ba937b33,0,0.0033750534
655,94e12847,0,0.00033026934
656,29479fc8,0,1.6093254e-06
657,d0a0f7e7,0,0.00087070465
658,c40a41a7,0,0.00076812506
659,ffe1b534,0,0.000119149685
660,a64a759d,0,0.0002579093
661,95d78257,0,4.1663647e-05
662,7d4a0790,1,0.33855426
663,4d40f69a,0,0.0005014539
664,47f3ea40,0,0.0035675168
665,a4d49dea,0,0.0006688237
666,183e6378,0,0.00041341782
667,f5dc473f,0,0.004823029
668,b2acb379,0,0.039624095
669,8bb7c122,0,0.006434202
670,85e85d7f,0,5.877018e-05
671,8cd28181,0,0.0010069609
672,be66e770,0,0.029544175
673,563dc5e9,0,9.953976e-05
674,f1370745,0,4.4345856e-05
675,30651b56,0,0.0028588176
676,97c5f99c,0,0.0006349087
677,a909d4b1,0,0.121891975
678,e37d6b48,0,0.00043720007
679,a0b43428,0,2.682209e-06
680,47fba080,0,0.00010794401
681,2ffbef99,0,0.0037872195
682,c69d7601,0,0.48950362
683,76736fa7,0,0.0033350587
684,f167b9db,0,0.02523297
685,7d3d4b90,0,0.09443849
686,b4b4420f,0,0.012139916
687,51a5b398,0,0.0056524277
688,158328ae,0,3.916025e-05
689,8941b9f2,0,0.00048828125
690,f7eeb423,0,0.0001642704
691,909f5064,0,0.0007985234
692,3f02e162,0,0.00029081106
693,6749ac36,1,0.055912435
694,7646df48,0,0.0014798045
695,ccca5b3f,0,0.11005223
696,dea2a30d,0,0.000118136406
697,5ee9be49,0,0.00011378527
698,04faf048,0,0.00043952465
699,84199cde,0,0.00033968687
700,9f806a4a,0,0.0010765791
701,3adc1579,0,0.0012789965
702,d4113a40,0,0.0013943315
703,86a0dbc5,0,0.019502461
704,8eee3a51,0,0.05497408
705,5fd1bf79,0,0.001847446
706,a88f0a22,0,7.075071e-05
707,2a2adc23,0,0.00022947788
708,474232a0,0,4.464388e-05
709,5b1e79b3,0,0.008204997
710,5ae9cafa,0,0.000670135
711,41babd47,0,5.4478645e-05
712,00892b72,0,0.00023883581
713,6dd0b7fa,0,0.0009518266
714,02cb4d5e,0,0.0005803704
715,497d3083,0,0.0033623576
716,5911b0b4,0,0.0031817555
717,704ee151,0,0.00058430433
718,eb341fa3,0,1.7821789e-05
719,01e34db4,0,0.0005861521
720,8903e1c7,0,0.00018125772
721,7af00ff4,0,0.00010597706
722,2000ae97,0,0.000159204
723,f016c40d,0,7.688999e-06
724,92282c02,0,0.036280036
725,9eed8767,0,0.00012916327
726,a12ba503,0,1.1920929e-05
727,a15d67b7,0,0.00011193752
728,b1b9b06a,0,0.00015628338
729,443e5db4,0,5.2332878e-05
730,02a0d092,0,0.0063883066
731,17b28cf6,0,0.00044995546
732,a7a51802,0,0.00013065338
733,ed0c0d26,0,0.017804205
734,208785a0,0,4.631281e-05
735,13f7371a,1,0.009335399
736,59dde0e0,0,0.00021570921
737,1eda1776,0,0.00035637617
738,a60f82ea,0,0.003361702
739,0b013d54,0,0.00011074543
740,4178af63,0,0.0001335144
741,0431c9fa,0,0.00031524897
742,88d41e92,0,0.0051998496
743,4e646a4c,0,0.00022649765
744,9f5e4070,0,0.0018850565
745,3b42dfef,0,4.4941902e-05
746,61a191de,0,0.0022679567
747,9d64e5a5,0,0.0051001906
748,0678c1bc,0,0.0005530715
749,d84c3189,0,0.0021758676
750,db2d57e8,1,0.1868043
751,f7f51d64,0,0.00073069334
752,b0773d0d,0,0.1632098
753,7ca215c5,0,0.0045576096
754,6dd2903c,0,0.00034737587
755,a5024249,0,0.003226459
756,5e78fe06,0,0.0003222227
757,7f7ea5c1,0,0.0002849102
758,c206f2dd,0,0.0007966161
759,43a580ba,0,0.0002156496
760,bdbd6a6f,0,0.003911853
761,304230bf,0,0.00022470951
762,c4693383,0,0.00041753054
763,cfb974c5,0,0.0031090379
764,3168c5d1,0,0.00015711784
765,c7420720,0,0.0011123419
766,4c25fcc4,0,9.125471e-05
767,0002ad76,0,0.00057429075
768,efde8019,0,0.28118324
769,43fe862d,0,0.0016883612
770,78bbde0a,1,0.30125642
771,4af948a0,0,0.00019961596
772,1b94fb5b,0,0.008966267
773,39aa111d,0,0.0014076233
774,84deacfa,0,4.3272972e-05
775,9bc11e7f,0,5.9604645e-05
776,7ca6a615,0,2.938509e-05
777,c0b2bc64,0,0.00045448542
778,e6314103,0,0.003630519
779,0af35b80,0,0.00027137995
780,ea97876f,0,0.0002619028
781,4d7eb767,0,0.0012248158
782,a73bd1f6,0,0.0007801056
783,2b187d67,0,0.0013231635
784,f48ef8f7,0,4.285574e-05
785,ba8524d3,0,4.1127205e-05
786,5955b386,0,0.00080114603
787,ab7bbb3b,0,0.00047451258
788,90b7c7a4,0,4.0233135e-05
789,39a53d90,0,0.0030001998
790,5bec61b1,0,0.00024789572
791,57d25f63,0,0.0002655387
792,a5d4866b,0,0.006697476
793,53fee903,0,0.0081067085
794,ab8959ee,0,0.0026519895
795,7c0240f3,0,0.00045919418
